0 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 -0.024 	 -0.024 	 0.000 	 121.221 	 -31.366 	 42.974 	 303.609 	 205.160 	 -720.179 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000
1 	 0.001 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 -0.024 	 -0.047 	 0.125 	 121.221 	 -31.366 	 42.974 	 303.609 	 205.271 	 -720.179 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000
2 	 0.002 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 -0.048 	 -0.024 	 0.000 	 121.221 	 -31.366 	 42.974 	 303.609 	 205.271 	 -720.179 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000
3 	 0.003 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 -0.048 	 -0.024 	 0.000 	 121.221 	 -31.366 	 42.974 	 303.721 	 205.383 	 -720.179 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000
4 	 0.004 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 -0.048 	 -0.024 	 0.000 	 121.221 	 -31.366 	 42.974 	 303.721 	 205.383 	 -720.179 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000
5 	 0.005 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 -0.048 	 -0.024 	 0.000 	 121.221 	 -31.366 	 42.974 	 303.721 	 205.494 	 -720.179 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000
6 	 0.006 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 -0.048 	 -0.024 	 0.000 	 121.221 	 -31.366 	 42.974 	 303.721 	 205.606 	 -720.068 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000
7 	 0.007 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 -0.072 	 -0.024 	 0.000 	 121.221 	 -31.366 	 42.974 	 303.721 	 205.606 	 -720.068 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000
8 	 0.008 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 -0.048 	 0.000 	 0.000 	 121.221 	 -31.366 	 42.974 	 303.721 	 205.718 	 -720.068 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000
9 	 0.009 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 -0.048 	 -0.024 	 0.000 	 121.221 	 -31.366 	 42.974 	 303.721 	 205.829 	 -720.068 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000
10 	 0.010 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 -0.048 	 -0.024 	 0.000 	 121.221 	 -31.366 	 42.974 	 303.721 	 205.829 	 -720.068 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000
11 	 0.011 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 -0.048 	 -0.024 	 0.000 	 121.221 	 -31.366 	 42.974 	 303.721 	 205.941 	 -720.068 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000
12 	 0.012 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 -0.048 	 0.000 	 0.000 	 121.221 	 -31.366 	 42.974 	 303.721 	 205.941 	 -720.068 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000
13 	 0.013 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000 	 -0.048 	 -0.024 	 0.000 	 121.221 	 -31.366 	 42.974 	 303.721 	 205.941 	 -720.068 	 0.000 	 0.000 	 0.000 	 0.000 	 0.000
